task_id,scheduler_type,cluster_id,submit_time,wait_time,actual_duration,status
f8ece070a2c5a05a76749f1e,baseline,0,1181493.0,0.0,5315.0,COMPLETED
6222cd16452a033077dc7898,baseline,1,1191121.0,0.0,1838.0,COMPLETED
88045912ebfc4fda9da6300c,baseline,3,1191990.0,0.0,6602.0,COMPLETED
b75ac289d5a6859a28a06a80,baseline,0,1187636.0,0.0,13205.0,COMPLETED
2eb21770f31d10a54be8bab4,baseline,0,1202329.0,0.0,239.0,COMPLETED
4478334607bca6e5a34c9f05,baseline,1,1204247.0,0.0,19.0,COMPLETED
c041a4b6be7bb5b5f925c3fb,baseline,1,1205384.0,0.0,13.0,COMPLETED
2046c94b1fbc223930568ddb,baseline,3,1208495.0,0.0,69.0,COMPLETED
ece715abaea2c47bb9bd775f,baseline,3,1208862.0,0.0,36.0,COMPLETED
5af60367792575c874475056,baseline,2,1191764.0,0.0,22633.0,COMPLETED
e7bc5702c8780adfae1d4db0,baseline,1,1207694.0,0.0,7033.0,COMPLETED
5a715fd88cdb8d8cdd354278,baseline,2,1220318.0,0.0,413.0,COMPLETED
c6c0041d48c473a2f71e6f06,baseline,2,1221754.0,0.0,308.0,COMPLETED
920c845bb6d162a65cfc1cd7,baseline,3,1221756.0,0.0,485.0,COMPLETED
e46ebd9992a2cc20c9d7e169,baseline,2,1223553.0,0.0,195.0,COMPLETED
9ed3909cdcaf8761eeaa8e23,baseline,1,1216635.0,0.0,7406.0,COMPLETED
9be60acae467f3c1f51cc2c1,baseline,0,1203850.0,0.0,28423.0,COMPLETED
dddb5f2b7b2f0aebdedfcb7f,baseline,0,1233914.0,0.0,236.0,COMPLETED
4f549ea71b44ecbcbd954909,baseline,0,1238238.0,0.0,518.0,COMPLETED
09f9a336cfe4bd9bad8b05f9,baseline,2,1228293.0,0.0,10786.0,COMPLETED
23d6c67914dd234d9bff7c40,baseline,0,1243519.0,0.0,130.0,COMPLETED
1b67984ec88023dea37ea5f0,baseline,0,1246444.0,0.0,61.0,COMPLETED
72113b5d3d8befe716513a1b,baseline,3,1248360.0,0.0,765.0,COMPLETED
689ea91723686e8bbe6fff56,baseline,1,1227955.0,0.0,21247.0,COMPLETED
3d6889d3e7461825d4856de6,baseline,0,1247718.0,0.0,2813.0,COMPLETED
8a4e97d02c134874ca66446a,baseline,2,1248069.0,0.0,2768.0,COMPLETED
90acbf1cc3372a7ac1294ef3,baseline,0,1251542.0,0.0,321.0,COMPLETED
45d3bc0a7cb9cf6173f1e79b,baseline,0,1252806.0,0.0,236.0,COMPLETED
3107199a2826fec236c3eb25,baseline,0,1255360.0,0.0,256.0,COMPLETED
95d8bcb64e831921e3a0f890,baseline,0,1256763.0,0.0,236.0,COMPLETED
1edb7f84fc8e97d0ef35dc16,baseline,0,1258505.0,0.0,527.0,COMPLETED
eded7ba621dfb2c415860709,baseline,0,1259777.0,0.0,31.0,COMPLETED
d6c332c16d01f1e7387ef195,baseline,0,1265226.0,0.0,2961.0,COMPLETED
d5ff5e35c5e71781d0bd77b6,baseline,3,1238390.0,0.0,35479.5,COMPLETED
f8a2ae71ff810f20820e17dd,baseline,1,1274216.0,0.0,13.0,COMPLETED
e2845eb6d2b860f571abe4c8,baseline,0,1271629.0,0.0,4851.0,COMPLETED
7a4438275fb81371502da81a,baseline,0,1276984.0,0.0,3624.0,COMPLETED
159f5c0b7c7b4d701c669696,baseline,0,1283294.0,0.0,169.0,COMPLETED
c3bd302ad7fc4a9cf358036e,baseline,1,1285036.0,0.0,31.0,COMPLETED
cef9d90a76958fcefa3a0dc3,baseline,0,1284968.0,0.0,1364.0,COMPLETED
c15f8c4e2413f96718a82cc8,baseline,0,1293591.0,0.0,154.0,COMPLETED
019aefeeb22468377bb29b6f,baseline,0,1294341.0,0.0,36.0,COMPLETED
030793bdc5e81f1a86bd3953,baseline,0,1295603.0,0.0,13.0,COMPLETED
33a774178695a5406f643af1,baseline,0,1295974.0,0.0,135.0,COMPLETED
5719db63928571c94d3d42a7,baseline,2,1300494.0,0.0,45.0,COMPLETED
679d9a81461fae902e2842cc,baseline,2,1301290.0,0.0,2995.0,COMPLETED
c9bed6cd743d9297d82d8af3,baseline,2,1310603.0,0.0,364.5,COMPLETED
11def3bfa52a3cc88eaaadf7,baseline,1,1293700.0,0.0,18070.0,COMPLETED
bc0fe67f675a00516bb33484,baseline,1,1312315.0,0.0,39.0,COMPLETED
0ac29496185659d831d7a89c,baseline,3,1317330.0,0.0,77.0,COMPLETED
af0f0a9f9963fb96c697c996,baseline,2,1314830.0,0.0,2934.0,COMPLETED
6e873b0fd3450669682f1a12,baseline,0,1299507.0,0.0,18588.0,COMPLETED
5d921e59509eb7cf8899b581,baseline,0,1318151.0,0.0,2638.0,COMPLETED
08e5e8335670f42dfe321892,baseline,2,1320778.0,0.0,58.0,COMPLETED
3508ac77027d94bdb764107d,baseline,1,1313197.0,0.0,20169.0,COMPLETED
afba6312141f00df94f378cd,baseline,1,1334373.0,0.0,354.0,COMPLETED
f7ecc12390b0d8d5d0ebd930,baseline,1,1336833.0,0.0,1098.0,COMPLETED
57a9f377b40af5c189d3bdf6,baseline,0,1325834.0,0.0,12444.0,COMPLETED
eff4f79e7245000c4d501c8d,baseline,0,1339727.0,0.0,424.0,COMPLETED
fd601a7e64ad1f6ba8ea6e91,baseline,0,1342609.0,0.0,1852.5,COMPLETED
015e840b7325157f0ad625b7,baseline,0,1346169.0,0.0,2644.0,COMPLETED
f01d93027af3f1110e7fcded,baseline,3,1337814.0,0.0,12346.0,COMPLETED
5f405d5b2f8c01d0a5532093,baseline,3,1354620.0,0.0,37.0,COMPLETED
3deccd9ad48029679a9e7a2d,baseline,1,1354269.0,0.0,1230.0,COMPLETED
133a218bee1b3bfe99533ee6,baseline,1,1355838.0,0.0,1096.5,COMPLETED
10bf0ff20558c84d7865c046,baseline,0,1350259.0,0.0,6918.0,COMPLETED
6fa43566de4a999486b4817f,baseline,0,1359176.0,0.0,185.0,COMPLETED
02681e51d4f912bd4d30b372,baseline,0,1359808.0,0.0,337.0,COMPLETED
1c5d9dceeba80ad172760e65,baseline,1,1364593.0,0.0,183.0,COMPLETED
11837e46e278405c113abda9,baseline,0,1362714.0,0.0,7252.0,COMPLETED
728a38b43bc12e217c8a1383,baseline,0,1375139.0,0.0,240.0,COMPLETED
66613bf7d954ec0b95e3f4d2,baseline,3,1356869.0,0.0,19271.0,COMPLETED
3af9f3abd3f252026489f333,baseline,0,1377194.0,0.0,645.0,COMPLETED
ec0deb1828b698d791d48ab7,baseline,1,1367101.0,0.0,11969.0,COMPLETED
07777c43ba2fbd4d5883ee3a,baseline,3,1383356.0,0.0,145.0,COMPLETED
4ee94791c515c815e2dba289,baseline,0,1378556.0,0.0,6676.0,COMPLETED
fe4a7c2891a94c5622df87a6,baseline,1,1380518.0,0.0,7037.0,COMPLETED
ea226f005e6ef6fd38209880,baseline,3,1386974.0,0.0,1241.0,COMPLETED
b03bfce1fe69549ebd28c006,baseline,0,1385966.0,0.0,2295.0,COMPLETED
1ceccd7442f1bf3ecfa1ca30,baseline,0,1388320.0,0.0,32.0,COMPLETED
0b6b12c3116916181c83a7b5,baseline,1,1389745.0,0.0,345.0,COMPLETED
003ba8a7a1205665edfc42ce,baseline,1,1390996.0,0.0,290.0,COMPLETED
1e3bf34c7b815298e4996e83,baseline,1,1391643.0,0.0,187.0,COMPLETED
34b6740075e6ebf2474a6ea3,baseline,0,1389712.0,0.0,5085.0,COMPLETED
47f233a75523f4612b61eb36,baseline,1,1392079.0,0.0,5865.0,COMPLETED
5699bbb95f5d2d4f8ea6546d,baseline,2,1329047.0,0.0,69211.0,COMPLETED
c1493dd959e31276c4becab5,baseline,1,1402512.0,0.0,65.0,COMPLETED
4c9024aca023f520fb8d5a48,baseline,1,1406847.0,0.0,110.0,COMPLETED
7c97187283e0932876e4d99c,baseline,0,1401289.0,0.0,8062.0,COMPLETED
0ee09ecf9bbc85d448dd2019,baseline,0,1411188.0,0.0,62.0,COMPLETED
03728a25d0d571ab0943746c,baseline,3,1393677.0,0.0,18687.0,COMPLETED
cf6379874b060cbeab003363,baseline,0,1412556.0,0.0,78.0,COMPLETED
d0fcae6d09c603d6fb291d2e,baseline,0,1413524.0,0.0,214.0,COMPLETED
b7398c5adf4a6623d3ac833a,baseline,2,1419122.0,0.0,145.0,COMPLETED
e15b01c481b024711fb90074,baseline,2,1422932.0,0.0,400.0,COMPLETED
ddfcbda18da926633ae7cb2e,baseline,2,1440852.0,0.0,1063.0,COMPLETED
7dff551526afeb96d49c9a6a,baseline,3,1441372.0,0.0,733.0,COMPLETED
bbd809312a9008f2cec0cb89,baseline,2,1444303.0,0.0,681.0,COMPLETED
7e159e0371b5f244fb62a542,baseline,1,1417332.0,0.0,38384.0,COMPLETED
d46231330a9ab28d636a3622,baseline,1,1458391.0,0.0,51.0,COMPLETED
e794d012190382cb6f75baac,baseline,1,1458752.0,0.0,577.0,COMPLETED
c65903117385571018e64a72,baseline,2,1459286.0,0.0,545.0,COMPLETED
3d9812647b28bb2714d61073,baseline,0,1414627.0,0.0,46953.0,COMPLETED
a5c0c499ac61fb584e4b9fb7,baseline,0,1467531.0,0.0,24.0,COMPLETED
b4bf6b437e4e83c24065208a,baseline,0,1467596.0,0.0,24.0,COMPLETED
16d230689f32946277bb1363,baseline,1,1471318.0,0.0,2094.0,COMPLETED
a068cc9acafe876dedd09228,baseline,2,1472690.0,0.0,1912.0,COMPLETED
d55c35a9a4fb558bf3ae3fa4,baseline,1,1475823.0,0.0,145.0,COMPLETED
2bd613bcd5aa96fb834082df,baseline,0,1471302.0,0.0,4726.0,COMPLETED
e7b6060f25aa36f6aa49fbf3,baseline,0,1478512.0,0.0,162.0,COMPLETED
38bbb65dd5ef5ec2b0d724fd,baseline,3,1473211.0,0.0,6966.0,COMPLETED
0b3bf6f1a94a3ac03256b0f8,baseline,0,1480195.0,0.0,9383.0,COMPLETED
1f3bf25375878e5354376d3b,baseline,0,1492587.0,0.0,27.0,COMPLETED
68583c6a67eb443de3ea60de,baseline,0,1498237.0,0.0,388.0,COMPLETED
80571e867ab4eff6c3c226ee,baseline,0,1502207.0,0.0,596.0,COMPLETED
9d7d0d7a908d29a3d9c2f566,baseline,2,1513975.0,0.0,335.0,COMPLETED
a8456b71584350cbae812be3,baseline,1,1483739.0,0.0,30618.0,COMPLETED
5343d3a35549a7a73b1a9bfd,baseline,1,1515751.0,0.0,495.0,COMPLETED
6f70a9f6c94d194117a4201e,baseline,1,1523177.0,0.0,4497.0,COMPLETED
31711cf87bcf94701b0b6709,baseline,2,1527253.0,0.0,1880.0,COMPLETED
6e574a1b2f1b93dd57d71b71,baseline,3,1528922.0,0.0,841.0,COMPLETED
ec6edc04046a1192918384df,baseline,1,1528638.0,0.0,3281.0,COMPLETED
71313fc39a97a4d753132198,baseline,1,1532628.0,0.0,5623.0,COMPLETED
52e2dde78c30ed7e0756ee3e,baseline,3,1540848.0,0.0,396.0,COMPLETED
52e44ea8cd1cbc59c385e94c,baseline,2,1540050.0,0.0,1619.0,COMPLETED
8aac0d742f426d50d1a7d35b,baseline,2,1543364.0,0.0,54.0,COMPLETED
59e4d8b529b97019f73f7e1b,baseline,1,1539919.0,0.0,3806.0,COMPLETED
60d62b29fbffb1b0b87f7f2d,baseline,2,1543696.0,0.0,33.0,COMPLETED
712d87e91e1a8b701230c0ea,baseline,1,1547850.0,0.0,30.0,COMPLETED
9e71fe2daa5803e910a3a265,baseline,1,1550400.0,0.0,219.0,COMPLETED
5a95dc85e286c15e99fd85ff,baseline,3,1554378.0,0.0,1456.0,COMPLETED
d33103c3ddc1521c46074df1,baseline,3,1558421.0,0.0,594.0,COMPLETED
473964725ad2b112232be65c,baseline,2,1551675.0,0.0,8052.0,COMPLETED
9f87001e41f07808042e9af0,baseline,2,1562684.0,0.0,410.0,COMPLETED
1d9dd6f24d99e4512ca2a169,baseline,3,1563683.0,0.0,176.0,COMPLETED
5cbb5369f3ccdaa0707978fb,baseline,2,1563806.0,0.0,98.0,COMPLETED
a4dcc45a11f8ef96619f02c8,baseline,2,1563369.0,0.0,4124.0,COMPLETED
f6924936644688e2ebe275b1,baseline,3,1568578.0,0.0,46.0,COMPLETED
d19677b0c4a175a9a2c9f8bc,baseline,2,1568168.0,0.0,478.0,COMPLETED
dcd779d6cbc58996d005b3ea,baseline,3,1566289.0,0.0,2802.0,COMPLETED
b8f2df1524264d8fe6b47a93,baseline,0,1512951.0,0.0,58013.0,COMPLETED
fabc6889ad5b4ade6f99b13a,baseline,0,1571090.0,0.0,28.0,COMPLETED
91a7090406af16b108efe6f5,baseline,3,1570070.0,0.0,1517.0,COMPLETED
7ab09297a16972d882e25aa5,baseline,1,1551204.0,0.0,20808.0,COMPLETED
54e1accfb21360655015b6b1,baseline,0,1573853.0,0.0,941.0,COMPLETED
ac3ddb25baab3b537c2cad54,baseline,2,1568382.0,0.0,7213.0,COMPLETED
bd6f695967bc1e078ba5d853,baseline,0,1578223.0,0.0,31.0,COMPLETED
d6f6e32032895814bcf24aa5,baseline,1,1574578.0,0.0,4212.0,COMPLETED
d64945456ae1793e697871ee,baseline,3,1570656.0,0.0,10691.0,COMPLETED
915002463cdd1e957d7f1668,baseline,2,1570656.0,0.0,10875.0,COMPLETED
3e7be82e48fd496831a56340,baseline,0,1581966.0,0.0,1900.0,COMPLETED
d20546330a5992f6468dd12c,baseline,1,1583694.0,0.0,259.0,COMPLETED
5c8c0804e75d0494ef56d803,baseline,0,1584243.0,0.0,297.0,COMPLETED
e1c69b2b8c76203b2663e201,baseline,0,1585761.0,0.0,256.0,COMPLETED
6b0afeac1603023f4bfad43b,baseline,0,1586755.0,0.0,38.0,COMPLETED
22fb4cc5a21542c5dcca1f85,baseline,0,1588549.0,0.0,294.0,COMPLETED
eff26be1c703099b1825ed99,baseline,1,1588781.0,0.0,110.0,COMPLETED
84c0273ebdc322a28c31dd46,baseline,0,1588943.0,0.0,82.0,COMPLETED
29d979d87056224d2c94dde6,baseline,0,1590317.0,0.0,1576.0,COMPLETED
fd84f834930b408470594e13,baseline,0,1593553.0,0.0,292.5,COMPLETED
36ff6ba9f47cba325a42efbb,baseline,0,1595094.0,0.0,683.0,COMPLETED
81d010e17c6043a8c0dcd98a,baseline,0,1595834.0,0.0,384.0,COMPLETED
1e3051b9d831baec33d134d4,baseline,0,1598225.0,0.0,1058.0,COMPLETED
aa0940f13ee38b59d0468f2f,baseline,0,1605859.0,0.0,58.0,COMPLETED
e66f571711f5d7b4caeb33bc,baseline,2,1615359.0,0.0,456.0,COMPLETED
6f06f04594f608949aa55022,baseline,1,1614372.0,0.0,11293.0,COMPLETED
e3bc120a1ad6b2f85e0520ab,baseline,2,1619927.0,0.0,8212.0,COMPLETED
449ae1400737bf1c4d4d7133,baseline,3,1635322.0,0.0,134.0,COMPLETED
16c5be8166d4a4455ab3277d,baseline,3,1636472.0,0.0,55.0,COMPLETED
f6531f8253b334bc6c1d9179,baseline,1,1633906.0,0.0,4204.0,COMPLETED
cc972f0d7426f8c88a28d494,baseline,0,1610691.0,0.0,29369.0,COMPLETED
dbf6a88a730c42b9dc28559a,baseline,1,1639590.0,0.0,1807.5,COMPLETED
87aa51c802b3ee119c8eeb18,baseline,1,1648333.0,0.0,75.0,COMPLETED
2099cb237151e1a27f1ec325,baseline,1,1649179.0,0.0,453.0,COMPLETED
738223e5bc8fa2d7a57c9872,baseline,3,1649244.0,0.0,2197.0,COMPLETED
5a5045779ef2d795a828dcb8,baseline,1,1651216.0,0.0,386.0,COMPLETED
7915774ebec6c060d4e0a421,baseline,1,1652111.0,0.0,2378.0,COMPLETED
459c907cf9c8048c911e9bfc,baseline,2,1634057.0,0.0,22825.0,COMPLETED
31b4db34e66dfb7912ada780,baseline,3,1652589.0,0.0,5169.0,COMPLETED
8d9e0a43ca3311ce1d7bc1de,baseline,3,1662122.0,0.0,143.0,COMPLETED
9f15c87cad2db901eea0e335,baseline,3,1663850.0,0.0,110.0,COMPLETED
c6059f22efb7bf5df21e1cc0,baseline,3,1664518.0,0.0,293.0,COMPLETED
c6a1d2e9f80f8fb80a4cf43b,baseline,3,1665455.0,0.0,474.0,COMPLETED
e9421048f42a78a01131d353,baseline,3,1668721.0,0.0,71.0,COMPLETED
dcfb031ea20643d2808735e8,baseline,3,1670917.0,0.0,55.0,COMPLETED
23d2675c0321c2832d333d87,baseline,3,1671456.0,0.0,116.0,COMPLETED
b6f139d29d70925a01662ec6,baseline,0,1647936.0,0.0,24778.0,COMPLETED
13f58bcdce0427d261cdf6d2,baseline,3,1673650.0,0.0,1170.0,COMPLETED
12acbc59bc6af97e68f19358,baseline,1,1660417.0,0.0,14446.0,COMPLETED
ae6600aa0b3824542155266e,baseline,2,1660418.0,0.0,15035.0,COMPLETED
c88ce5d0f84813944594b00a,baseline,0,1672766.0,0.0,4201.0,COMPLETED
f77948875acba866cf0f8127,baseline,0,1677978.0,0.0,247.0,COMPLETED
ea53f2590496610657299706,baseline,1,1678221.0,0.0,32.0,COMPLETED
fc6604ca440190b54c211936,baseline,0,1679930.0,0.0,1024.0,COMPLETED
01933cfc9f232553f0b44033,baseline,1,1679937.0,0.0,1550.0,COMPLETED
887c9f308838f3a2db5bc87a,baseline,0,1683850.0,0.0,176.0,COMPLETED
81409b3df2005aff9baada92,baseline,0,1685695.0,0.0,165.0,COMPLETED
71e1982352aedab6a69355c3,baseline,0,1696001.0,0.0,331.0,COMPLETED
979446c85e11560f02b8daa9,baseline,1,1698090.0,0.0,681.0,COMPLETED
05c6460f5146feeb0f924aa7,baseline,2,1698413.0,0.0,485.0,COMPLETED
7f37b6fe49843b31523720d1,baseline,0,1697703.0,0.0,2606.0,COMPLETED
236843be9fcde46e39f29943,baseline,1,1710096.0,0.0,297.0,COMPLETED
07d499fa6b3843c36fa68b0e,baseline,1,1710624.0,0.0,322.0,COMPLETED
403e620a556b1490aeb1a521,baseline,0,1709907.0,0.0,4566.0,COMPLETED
0201b74e0ff1347782a490a8,baseline,1,1714175.0,0.0,747.0,COMPLETED
6bfc72cd42766ba251af89e0,baseline,0,1716702.0,0.0,1015.0,COMPLETED
83b7fb9ac3dc6757440e35c4,baseline,0,1726231.0,0.0,415.0,COMPLETED
668a573f3d86f64ae6762a53,baseline,0,1727320.0,0.0,36.0,COMPLETED
5caf83f2b5927ac38faa8927,baseline,0,1734772.0,0.0,190.0,COMPLETED
2fce2878dfe145095c56ed9d,baseline,1,1734910.0,0.0,1894.0,COMPLETED
f0ed58f8060482b63cf82e83,baseline,0,1737122.0,0.0,411.0,COMPLETED
2054fd430bb3d3ece1179c09,baseline,0,1748131.0,0.0,54.0,COMPLETED
d333adc86042e528b2691ce7,baseline,0,1750870.0,0.0,2426.0,COMPLETED
e0980379b4c30ca562378da7,baseline,0,1757211.0,0.0,55.0,COMPLETED
ed004002b02ceeee33ce01ce,baseline,0,1758332.0,0.0,756.0,COMPLETED
7d3fc0da4af6364260126295,baseline,2,1760432.0,0.0,75.0,COMPLETED
1e023e215dcf07d309cdf8c2,baseline,0,1760386.0,0.0,265.0,COMPLETED
18c51b528a9f3d7f66354c64,baseline,1,1760423.0,0.0,354.0,COMPLETED
2f7accec78d5b193438430f3,baseline,0,1768423.0,0.0,149.0,COMPLETED
102a43a5bc0bcf0875d3d3f7,baseline,0,1774396.0,0.0,167.0,COMPLETED
f3efff6dc7794171e03fe062,baseline,1,1774532.0,0.0,1648.0,COMPLETED
30f7b963a7a0dc549cc93644,baseline,0,1774588.0,0.0,1649.0,COMPLETED
3255b0bb370a372ba1bfdccd,baseline,0,1779542.0,0.0,148.5,COMPLETED
4f0175497bf00130291a339f,baseline,0,1783583.0,0.0,279.0,COMPLETED
38e0953980ec9a61f8899629,baseline,2,1791353.0,0.0,4902.0,COMPLETED
38134cc3014c20c089e45be8,baseline,1,1790608.0,0.0,6503.0,COMPLETED
e48910cb0c82ffc946eec08d,baseline,0,1785892.0,0.0,12442.0,COMPLETED
497291931b47d563d6212745,baseline,1,1798328.0,0.0,585.0,COMPLETED
d54f9b3139023d42167288db,baseline,0,1804557.0,0.0,406.0,COMPLETED
d3b2812e0a5382bb7f0cc9d7,baseline,0,1805788.0,0.0,4505.0,COMPLETED
baf24274e117f5a2f802f570,baseline,1,1813607.0,0.0,24.0,COMPLETED
b7eb071640a4cff88c64d165,baseline,0,1810309.0,0.0,3342.0,COMPLETED
7dfb8a627be9f1d109427847,baseline,0,1815088.0,0.0,218.0,COMPLETED
6216e88d90f34e4ca9de5856,baseline,0,1820626.0,0.0,420.0,COMPLETED
c209f6923820f084e9e51b0a,baseline,0,1825873.0,0.0,97.0,COMPLETED
a0494d35cc584e90ffd9c877,baseline,0,1826434.0,0.0,270.0,COMPLETED
35c749602fa97bdf38b9010b,baseline,0,1827191.0,0.0,274.0,COMPLETED
d5654fde1754cc58e67bd4db,baseline,1,1835494.0,0.0,51.0,COMPLETED
8da1f11b2d3d67ae6b2cbc36,baseline,0,1835333.0,0.0,253.0,COMPLETED
4b188b563d499b95835813e9,baseline,1,1839354.0,0.0,144.0,COMPLETED
f4c7aaa972bcd1ae10606665,baseline,3,1842898.0,0.0,117.0,COMPLETED
7393c4cb79b411abd3630f3c,baseline,3,1843242.0,0.0,99.0,COMPLETED
6ac87ef65dec16e2ed5ade14,baseline,1,1842250.0,0.0,1471.0,COMPLETED
0b67c9dcf8c4510c39a29efe,baseline,1,1843759.0,0.0,24.0,COMPLETED
b129f31c7bcb5a2c1e97ed55,baseline,3,1848109.0,0.0,308.0,COMPLETED
518cb46069e9337c92e26479,baseline,0,1849119.0,0.0,97.0,COMPLETED
91adcf4c3eaa7aa3c8789bc1,baseline,1,1849785.0,0.0,81.0,COMPLETED
d4ba5c63cdb242bbb53e804d,baseline,3,1848563.0,0.0,1989.0,COMPLETED
be054f22af410cc6b6f75f1c,baseline,3,1851043.0,0.0,206.0,COMPLETED
7445d4eea111407093428a2b,baseline,0,1849758.0,0.0,2653.0,COMPLETED
c4d0439f4694b6024dae23c0,baseline,1,1846970.0,0.0,8965.0,COMPLETED
987c7c54f8bb83506c93cd6f,baseline,2,1842752.0,0.0,13716.0,COMPLETED
0dec634f2aa90aeca287fe4e,baseline,2,1866689.0,0.0,2743.0,COMPLETED
a5cbdf7b7806e3dc1a356dc1,baseline,0,1872980.0,0.0,1007.0,COMPLETED
35f30caeb34f859535b7f074,baseline,0,1876194.0,0.0,6387.0,COMPLETED
8d1d6b40797cad1d8531a90a,baseline,0,1892684.0,0.0,44.0,COMPLETED
b90f023948a214c82247bda9,baseline,3,1898771.0,0.0,35.0,COMPLETED
bc03f9f964fb4184ba8cfdb5,baseline,0,1896932.0,0.0,3984.0,COMPLETED
ad8b735b5bc349708b54f621,baseline,0,1903350.0,0.0,2707.0,COMPLETED
6dd3c942d4cfb245a5e29507,baseline,0,1908069.0,0.0,427.0,COMPLETED
f898946f23d5e2a76d1813d0,baseline,2,1870819.0,0.0,39220.5,COMPLETED
e5ef19982f4d22ecadd38a82,baseline,2,1913148.0,0.0,113.0,COMPLETED
4aec1224068b6623bb7a7b07,baseline,0,1901509.0,0.0,12522.0,COMPLETED
3d50e7de285a675555f94c52,baseline,1,1866347.0,0.0,50803.0,COMPLETED
17fe9b4ac4c891e7d41907e7,baseline,3,1867809.0,0.0,49477.0,COMPLETED
b77bb44e8d3aecd374280997,baseline,0,1836226.0,0.0,81500.0,COMPLETED
cfe331f0d6121fd865fe3c66,baseline,1,1918562.0,0.0,749.0,COMPLETED
9b3e9177aa89ecf9f330799a,baseline,0,1918060.0,0.0,1265.0,COMPLETED
de45fcb3b6bad85f099296fc,baseline,0,1924402.0,0.0,705.0,COMPLETED
a11278ee0896281c07a6134b,baseline,0,1931417.0,0.0,960.0,COMPLETED
37af262e21d1f285d6d584de,baseline,1,1932170.0,0.0,364.0,COMPLETED
5dd49f7170cdfc4d3f6075b9,baseline,2,1932362.0,0.0,388.0,COMPLETED
6f789815f585e4f52881b655,baseline,0,1932750.0,0.0,460.5,COMPLETED
a19b2553347847d586a9537c,baseline,0,1935958.0,0.0,54.0,COMPLETED
be18b1b1e9831a6d0312ab96,baseline,0,1942154.0,0.0,10089.0,COMPLETED
4a3cef58ca03e01f2e0cc116,baseline,1,1949400.0,0.0,6780.0,COMPLETED
e1a0155dcffbd929e10348a8,baseline,2,1961180.0,0.0,45.0,COMPLETED
c0165642f67de0c19a68dec3,baseline,1,1960929.0,0.0,699.0,COMPLETED
74132ccdb9aa25080568cbe2,baseline,1,1961941.0,0.0,618.0,COMPLETED
