task_id,submit_time,end_time,cpu_req,gpu_req,duration
ece715abaea2c47bb9bd775f,1208862.0,1208886.0,600.0,100.0,24.0
9ed3909cdcaf8761eeaa8e23,1216635.0,1224041.0,600.0,0.0,7406.0
5a715fd88cdb8d8cdd354278,1220318.0,1220731.0,200.0,0.0,413.0
c6c0041d48c473a2f71e6f06,1221754.0,1222062.0,600.0,25.0,308.0
920c845bb6d162a65cfc1cd7,1221756.0,1222241.0,600.0,25.0,485.0
e46ebd9992a2cc20c9d7e169,1223553.0,1223748.0,600.0,100.0,195.0
689ea91723686e8bbe6fff56,1227955.0,1249202.0,600.0,25.0,21247.0
09f9a336cfe4bd9bad8b05f9,1228293.0,1239079.0,600.0,25.0,10786.0
dddb5f2b7b2f0aebdedfcb7f,1233914.0,1234150.0,600.0,0.0,236.0
4f549ea71b44ecbcbd954909,1238238.0,1238756.0,300.0,25.0,518.0
d5ff5e35c5e71781d0bd77b6,1238390.0,1262043.0,200.0,0.0,23653.0
23d6c67914dd234d9bff7c40,1243519.0,1243649.0,800.0,0.0,130.0
1b67984ec88023dea37ea5f0,1246444.0,1246505.0,600.0,0.0,61.0
3d6889d3e7461825d4856de6,1247718.0,1250531.0,600.0,10.0,2813.0
8a4e97d02c134874ca66446a,1248069.0,1250837.0,600.0,10.0,2768.0
72113b5d3d8befe716513a1b,1248360.0,1249125.0,300.0,25.0,765.0
90acbf1cc3372a7ac1294ef3,1251542.0,1251863.0,600.0,50.0,321.0
45d3bc0a7cb9cf6173f1e79b,1252806.0,1253042.0,600.0,100.0,236.0
3107199a2826fec236c3eb25,1255360.0,1255616.0,600.0,100.0,256.0
95d8bcb64e831921e3a0f890,1256763.0,1256999.0,600.0,100.0,236.0
1edb7f84fc8e97d0ef35dc16,1258505.0,1259032.0,200.0,10.0,527.0
eded7ba621dfb2c415860709,1259777.0,1259808.0,600.0,5.0,31.0
d6c332c16d01f1e7387ef195,1265226.0,1268187.0,600.0,25.0,2961.0
e2845eb6d2b860f571abe4c8,1271629.0,1276480.0,1600.0,100.0,4851.0
f8a2ae71ff810f20820e17dd,1274216.0,1274229.0,100.0,0.0,13.0
7a4438275fb81371502da81a,1276984.0,1280608.0,400.0,50.0,3624.0
159f5c0b7c7b4d701c669696,1283294.0,1283463.0,600.0,25.0,169.0
cef9d90a76958fcefa3a0dc3,1284968.0,1286332.0,600.0,25.0,1364.0
c3bd302ad7fc4a9cf358036e,1285036.0,1285067.0,600.0,100.0,31.0
c15f8c4e2413f96718a82cc8,1293591.0,1293745.0,600.0,25.0,154.0
11def3bfa52a3cc88eaaadf7,1293700.0,1311770.0,600.0,0.0,18070.0
019aefeeb22468377bb29b6f,1294341.0,1294377.0,600.0,100.0,36.0
030793bdc5e81f1a86bd3953,1295603.0,1295616.0,100.0,0.0,13.0
33a774178695a5406f643af1,1295974.0,1296109.0,1800.0,100.0,135.0
6e873b0fd3450669682f1a12,1299507.0,1318095.0,600.0,25.0,18588.0
5719db63928571c94d3d42a7,1300494.0,1300539.0,600.0,50.0,45.0
679d9a81461fae902e2842cc,1301290.0,1304285.0,600.0,200.0,2995.0
c9bed6cd743d9297d82d8af3,1310603.0,1310846.0,600.0,25.0,243.0
bc0fe67f675a00516bb33484,1312315.0,1312354.0,600.0,100.0,39.0
3508ac77027d94bdb764107d,1313197.0,1333366.0,600.0,0.0,20169.0
af0f0a9f9963fb96c697c996,1314830.0,1317764.0,100.0,0.0,2934.0
0ac29496185659d831d7a89c,1317330.0,1317407.0,600.0,25.0,77.0
5d921e59509eb7cf8899b581,1318151.0,1320789.0,600.0,0.0,2638.0
08e5e8335670f42dfe321892,1320778.0,1320836.0,600.0,25.0,58.0
57a9f377b40af5c189d3bdf6,1325834.0,1338278.0,600.0,50.0,12444.0
5699bbb95f5d2d4f8ea6546d,1329047.0,1398258.0,300.0,0.0,69211.0
afba6312141f00df94f378cd,1334373.0,1334609.0,600.0,100.0,236.0
f7ecc12390b0d8d5d0ebd930,1336833.0,1337931.0,600.0,100.0,1098.0
f01d93027af3f1110e7fcded,1337814.0,1350160.0,600.0,25.0,12346.0
eff4f79e7245000c4d501c8d,1339727.0,1340151.0,1000.0,50.0,424.0
fd601a7e64ad1f6ba8ea6e91,1342609.0,1343844.0,600.0,0.0,1235.0
015e840b7325157f0ad625b7,1346169.0,1348813.0,200.0,0.0,2644.0
10bf0ff20558c84d7865c046,1350259.0,1357177.0,600.0,50.0,6918.0
3deccd9ad48029679a9e7a2d,1354269.0,1355499.0,800.0,0.0,1230.0
5f405d5b2f8c01d0a5532093,1354620.0,1354657.0,600.0,10.0,37.0
133a218bee1b3bfe99533ee6,1355838.0,1356569.0,100.0,25.0,731.0
66613bf7d954ec0b95e3f4d2,1356869.0,1376140.0,600.0,25.0,19271.0
6fa43566de4a999486b4817f,1359176.0,1359361.0,1800.0,100.0,185.0
02681e51d4f912bd4d30b372,1359808.0,1360145.0,1000.0,50.0,337.0
11837e46e278405c113abda9,1362714.0,1369966.0,1800.0,100.0,7252.0
1c5d9dceeba80ad172760e65,1364593.0,1364776.0,100.0,100.0,183.0
ec0deb1828b698d791d48ab7,1367101.0,1379070.0,600.0,50.0,11969.0
728a38b43bc12e217c8a1383,1375139.0,1375379.0,50.0,100.0,240.0
3af9f3abd3f252026489f333,1377194.0,1377839.0,600.0,25.0,645.0
4ee94791c515c815e2dba289,1378556.0,1385232.0,600.0,0.0,6676.0
fe4a7c2891a94c5622df87a6,1380518.0,1387555.0,200.0,20.0,7037.0
07777c43ba2fbd4d5883ee3a,1383356.0,1383501.0,600.0,100.0,145.0
b03bfce1fe69549ebd28c006,1385966.0,1388261.0,600.0,100.0,2295.0
ea226f005e6ef6fd38209880,1386974.0,1388215.0,600.0,200.0,1241.0
1ceccd7442f1bf3ecfa1ca30,1388320.0,1388352.0,600.0,100.0,32.0
34b6740075e6ebf2474a6ea3,1389712.0,1394797.0,600.0,20.0,5085.0
0b6b12c3116916181c83a7b5,1389745.0,1390090.0,600.0,0.0,345.0
003ba8a7a1205665edfc42ce,1390996.0,1391286.0,600.0,10.0,290.0
1e3bf34c7b815298e4996e83,1391643.0,1391830.0,600.0,0.0,187.0
47f233a75523f4612b61eb36,1392079.0,1395989.0,600.0,50.0,3910.0
03728a25d0d571ab0943746c,1393677.0,1412364.0,20.0,5.0,18687.0
7c97187283e0932876e4d99c,1401289.0,1409351.0,600.0,25.0,8062.0
c1493dd959e31276c4becab5,1402512.0,1402577.0,600.0,100.0,65.0
4c9024aca023f520fb8d5a48,1406847.0,1406957.0,600.0,25.0,110.0
0ee09ecf9bbc85d448dd2019,1411188.0,1411250.0,600.0,100.0,62.0
cf6379874b060cbeab003363,1412556.0,1412634.0,600.0,25.0,78.0
d0fcae6d09c603d6fb291d2e,1413524.0,1413738.0,600.0,0.0,214.0
3d9812647b28bb2714d61073,1414627.0,1461580.0,600.0,100.0,46953.0
7e159e0371b5f244fb62a542,1417332.0,1455716.0,600.0,25.0,38384.0
b7398c5adf4a6623d3ac833a,1419122.0,1419267.0,600.0,25.0,145.0
e15b01c481b024711fb90074,1422932.0,1423332.0,1000.0,50.0,400.0
ddfcbda18da926633ae7cb2e,1440852.0,1441915.0,600.0,50.0,1063.0
7dff551526afeb96d49c9a6a,1441372.0,1442105.0,600.0,25.0,733.0
bbd809312a9008f2cec0cb89,1444303.0,1444984.0,600.0,100.0,681.0
d46231330a9ab28d636a3622,1458391.0,1458442.0,600.0,100.0,51.0
e794d012190382cb6f75baac,1458752.0,1459329.0,600.0,25.0,577.0
c65903117385571018e64a72,1459286.0,1459831.0,600.0,50.0,545.0
a5c0c499ac61fb584e4b9fb7,1467531.0,1467555.0,600.0,100.0,24.0
b4bf6b437e4e83c24065208a,1467596.0,1467620.0,600.0,100.0,24.0
2bd613bcd5aa96fb834082df,1471302.0,1476028.0,600.0,100.0,4726.0
16d230689f32946277bb1363,1471318.0,1473412.0,600.0,100.0,2094.0
a068cc9acafe876dedd09228,1472690.0,1474602.0,600.0,0.0,1912.0
38bbb65dd5ef5ec2b0d724fd,1473211.0,1480177.0,600.0,100.0,6966.0
d55c35a9a4fb558bf3ae3fa4,1475823.0,1475968.0,600.0,100.0,145.0
e7b6060f25aa36f6aa49fbf3,1478512.0,1478674.0,600.0,25.0,162.0
0b3bf6f1a94a3ac03256b0f8,1480195.0,1489578.0,1800.0,100.0,9383.0
a8456b71584350cbae812be3,1483739.0,1514357.0,800.0,50.0,30618.0
1f3bf25375878e5354376d3b,1492587.0,1492614.0,600.0,100.0,27.0
68583c6a67eb443de3ea60de,1498237.0,1498625.0,600.0,100.0,388.0
80571e867ab4eff6c3c226ee,1502207.0,1502803.0,1000.0,50.0,596.0
b8f2df1524264d8fe6b47a93,1512951.0,1570964.0,1500.0,0.0,58013.0
9d7d0d7a908d29a3d9c2f566,1513975.0,1514310.0,600.0,100.0,335.0
5343d3a35549a7a73b1a9bfd,1515751.0,1516246.0,1000.0,50.0,495.0
6f70a9f6c94d194117a4201e,1523177.0,1527674.0,600.0,25.0,4497.0
31711cf87bcf94701b0b6709,1527253.0,1529133.0,600.0,25.0,1880.0
ec6edc04046a1192918384df,1528638.0,1531919.0,600.0,100.0,3281.0
6e574a1b2f1b93dd57d71b71,1528922.0,1529763.0,100.0,25.0,841.0
71313fc39a97a4d753132198,1532628.0,1538251.0,600.0,10.0,5623.0
59e4d8b529b97019f73f7e1b,1539919.0,1543725.0,600.0,100.0,3806.0
52e44ea8cd1cbc59c385e94c,1540050.0,1541669.0,600.0,25.0,1619.0
52e2dde78c30ed7e0756ee3e,1540848.0,1541244.0,600.0,100.0,396.0
8aac0d742f426d50d1a7d35b,1543364.0,1543418.0,400.0,100.0,54.0
60d62b29fbffb1b0b87f7f2d,1543696.0,1543729.0,600.0,100.0,33.0
712d87e91e1a8b701230c0ea,1547850.0,1547880.0,600.0,100.0,30.0
9e71fe2daa5803e910a3a265,1550400.0,1550619.0,600.0,25.0,219.0
7ab09297a16972d882e25aa5,1551204.0,1572012.0,1600.0,100.0,20808.0
473964725ad2b112232be65c,1551675.0,1559727.0,200.0,25.0,8052.0
5a95dc85e286c15e99fd85ff,1554378.0,1555834.0,1600.0,100.0,1456.0
d33103c3ddc1521c46074df1,1558421.0,1559015.0,1000.0,50.0,594.0
9f87001e41f07808042e9af0,1562684.0,1563094.0,600.0,100.0,410.0
a4dcc45a11f8ef96619f02c8,1563369.0,1567493.0,600.0,25.0,4124.0
1d9dd6f24d99e4512ca2a169,1563683.0,1563859.0,600.0,0.0,176.0
5cbb5369f3ccdaa0707978fb,1563806.0,1563904.0,800.0,50.0,98.0
dcd779d6cbc58996d005b3ea,1566289.0,1569091.0,600.0,0.0,2802.0
d19677b0c4a175a9a2c9f8bc,1568168.0,1568646.0,600.0,50.0,478.0
ac3ddb25baab3b537c2cad54,1568382.0,1575595.0,600.0,25.0,7213.0
f6924936644688e2ebe275b1,1568578.0,1568624.0,600.0,0.0,46.0
91a7090406af16b108efe6f5,1570070.0,1571587.0,600.0,100.0,1517.0
915002463cdd1e957d7f1668,1570656.0,1581531.0,1800.0,100.0,10875.0
d64945456ae1793e697871ee,1570656.0,1581347.0,1800.0,100.0,10691.0
fabc6889ad5b4ade6f99b13a,1571090.0,1571118.0,600.0,25.0,28.0
54e1accfb21360655015b6b1,1573853.0,1574794.0,1000.0,50.0,941.0
d6f6e32032895814bcf24aa5,1574578.0,1578790.0,600.0,0.0,4212.0
bd6f695967bc1e078ba5d853,1578223.0,1578254.0,600.0,100.0,31.0
3e7be82e48fd496831a56340,1581966.0,1583866.0,100.0,25.0,1900.0
d20546330a5992f6468dd12c,1583694.0,1583953.0,600.0,25.0,259.0
5c8c0804e75d0494ef56d803,1584243.0,1584540.0,600.0,100.0,297.0
e1c69b2b8c76203b2663e201,1585761.0,1586017.0,600.0,100.0,256.0
6b0afeac1603023f4bfad43b,1586755.0,1586793.0,600.0,25.0,38.0
22fb4cc5a21542c5dcca1f85,1588549.0,1588843.0,600.0,0.0,294.0
eff26be1c703099b1825ed99,1588781.0,1588891.0,600.0,100.0,110.0
84c0273ebdc322a28c31dd46,1588943.0,1589025.0,1800.0,100.0,82.0
29d979d87056224d2c94dde6,1590317.0,1591893.0,50.0,500.0,1576.0
fd84f834930b408470594e13,1593553.0,1593748.0,600.0,100.0,195.0
36ff6ba9f47cba325a42efbb,1595094.0,1595777.0,600.0,50.0,683.0
81d010e17c6043a8c0dcd98a,1595834.0,1596218.0,800.0,0.0,384.0
1e3051b9d831baec33d134d4,1598225.0,1599283.0,1600.0,50.0,1058.0
aa0940f13ee38b59d0468f2f,1605859.0,1605917.0,600.0,0.0,58.0
cc972f0d7426f8c88a28d494,1610691.0,1640060.0,20.0,5.0,29369.0
6f06f04594f608949aa55022,1614372.0,1625665.0,600.0,25.0,11293.0
e66f571711f5d7b4caeb33bc,1615359.0,1615815.0,600.0,200.0,456.0
e3bc120a1ad6b2f85e0520ab,1619927.0,1628139.0,600.0,10.0,8212.0
f6531f8253b334bc6c1d9179,1633906.0,1638110.0,100.0,0.0,4204.0
459c907cf9c8048c911e9bfc,1634057.0,1656882.0,3200.0,100.0,22825.0
449ae1400737bf1c4d4d7133,1635322.0,1635456.0,1000.0,50.0,134.0
16c5be8166d4a4455ab3277d,1636472.0,1636527.0,600.0,100.0,55.0
dbf6a88a730c42b9dc28559a,1639590.0,1640795.0,1200.0,0.0,1205.0
b6f139d29d70925a01662ec6,1647936.0,1672714.0,20.0,5.0,24778.0
87aa51c802b3ee119c8eeb18,1648333.0,1648408.0,600.0,0.0,75.0
2099cb237151e1a27f1ec325,1649179.0,1649632.0,600.0,100.0,453.0
738223e5bc8fa2d7a57c9872,1649244.0,1651441.0,1800.0,100.0,2197.0
5a5045779ef2d795a828dcb8,1651216.0,1651602.0,600.0,0.0,386.0
7915774ebec6c060d4e0a421,1652111.0,1654489.0,600.0,50.0,2378.0
31b4db34e66dfb7912ada780,1652589.0,1657758.0,600.0,0.0,5169.0
12acbc59bc6af97e68f19358,1660417.0,1674863.0,1800.0,100.0,14446.0
ae6600aa0b3824542155266e,1660418.0,1675453.0,1800.0,100.0,15035.0
8d9e0a43ca3311ce1d7bc1de,1662122.0,1662265.0,600.0,100.0,143.0
9f15c87cad2db901eea0e335,1663850.0,1663960.0,600.0,50.0,110.0
c6059f22efb7bf5df21e1cc0,1664518.0,1664811.0,600.0,0.0,293.0
c6a1d2e9f80f8fb80a4cf43b,1665455.0,1665929.0,600.0,100.0,474.0
e9421048f42a78a01131d353,1668721.0,1668792.0,600.0,100.0,71.0
dcfb031ea20643d2808735e8,1670917.0,1670972.0,600.0,0.0,55.0
23d2675c0321c2832d333d87,1671456.0,1671572.0,1800.0,100.0,116.0
c88ce5d0f84813944594b00a,1672766.0,1676967.0,600.0,0.0,4201.0
13f58bcdce0427d261cdf6d2,1673650.0,1674820.0,600.0,200.0,1170.0
f77948875acba866cf0f8127,1677978.0,1678225.0,600.0,100.0,247.0
ea53f2590496610657299706,1678221.0,1678253.0,200.0,0.0,32.0
fc6604ca440190b54c211936,1679930.0,1680954.0,200.0,0.0,1024.0
01933cfc9f232553f0b44033,1679937.0,1681487.0,600.0,25.0,1550.0
887c9f308838f3a2db5bc87a,1683850.0,1684026.0,600.0,100.0,176.0
81409b3df2005aff9baada92,1685695.0,1685860.0,600.0,100.0,165.0
71e1982352aedab6a69355c3,1696001.0,1696332.0,600.0,0.0,331.0
7f37b6fe49843b31523720d1,1697703.0,1700309.0,600.0,50.0,2606.0
979446c85e11560f02b8daa9,1698090.0,1698544.0,600.0,0.0,454.0
05c6460f5146feeb0f924aa7,1698413.0,1698898.0,600.0,0.0,485.0
403e620a556b1490aeb1a521,1709907.0,1714473.0,600.0,100.0,4566.0
236843be9fcde46e39f29943,1710096.0,1710393.0,600.0,50.0,297.0
07d499fa6b3843c36fa68b0e,1710624.0,1710946.0,800.0,50.0,322.0
0201b74e0ff1347782a490a8,1714175.0,1714922.0,600.0,100.0,747.0
6bfc72cd42766ba251af89e0,1716702.0,1717717.0,600.0,500.0,1015.0
83b7fb9ac3dc6757440e35c4,1726231.0,1726646.0,600.0,0.0,415.0
668a573f3d86f64ae6762a53,1727320.0,1727344.0,600.0,100.0,24.0
5caf83f2b5927ac38faa8927,1734772.0,1734962.0,600.0,100.0,190.0
2fce2878dfe145095c56ed9d,1734910.0,1736804.0,600.0,100.0,1894.0
f0ed58f8060482b63cf82e83,1737122.0,1737533.0,800.0,100.0,411.0
2054fd430bb3d3ece1179c09,1748131.0,1748185.0,600.0,100.0,54.0
d333adc86042e528b2691ce7,1750870.0,1753296.0,500.0,0.0,2426.0
e0980379b4c30ca562378da7,1757211.0,1757266.0,600.0,100.0,55.0
ed004002b02ceeee33ce01ce,1758332.0,1759088.0,1800.0,100.0,756.0
1e023e215dcf07d309cdf8c2,1760386.0,1760651.0,600.0,25.0,265.0
18c51b528a9f3d7f66354c64,1760423.0,1760777.0,200.0,0.0,354.0
7d3fc0da4af6364260126295,1760432.0,1760507.0,600.0,100.0,75.0
2f7accec78d5b193438430f3,1768423.0,1768572.0,600.0,25.0,149.0
102a43a5bc0bcf0875d3d3f7,1774396.0,1774563.0,600.0,100.0,167.0
f3efff6dc7794171e03fe062,1774532.0,1776180.0,600.0,100.0,1648.0
30f7b963a7a0dc549cc93644,1774588.0,1776237.0,600.0,100.0,1649.0
3255b0bb370a372ba1bfdccd,1779542.0,1779641.0,600.0,25.0,99.0
4f0175497bf00130291a339f,1783583.0,1783769.0,600.0,0.0,186.0
e48910cb0c82ffc946eec08d,1785892.0,1798334.0,600.0,100.0,12442.0
38134cc3014c20c089e45be8,1790608.0,1797111.0,600.0,10.0,6503.0
38e0953980ec9a61f8899629,1791353.0,1796255.0,600.0,10.0,4902.0
497291931b47d563d6212745,1798328.0,1798913.0,500.0,50.0,585.0
d54f9b3139023d42167288db,1804557.0,1804963.0,50.0,100.0,406.0
d3b2812e0a5382bb7f0cc9d7,1805788.0,1810293.0,600.0,0.0,4505.0
b7eb071640a4cff88c64d165,1810309.0,1813651.0,600.0,0.0,3342.0
baf24274e117f5a2f802f570,1813607.0,1813631.0,600.0,100.0,24.0
7dfb8a627be9f1d109427847,1815088.0,1815306.0,600.0,25.0,218.0
6216e88d90f34e4ca9de5856,1820626.0,1821046.0,600.0,100.0,420.0
c209f6923820f084e9e51b0a,1825873.0,1825970.0,600.0,25.0,97.0
a0494d35cc584e90ffd9c877,1826434.0,1826704.0,600.0,100.0,270.0
35c749602fa97bdf38b9010b,1827191.0,1827465.0,600.0,10.0,274.0
8da1f11b2d3d67ae6b2cbc36,1835333.0,1835586.0,100.0,0.0,253.0
d5654fde1754cc58e67bd4db,1835494.0,1835528.0,20.0,10.0,34.0
b77bb44e8d3aecd374280997,1836226.0,1917726.0,600.0,0.0,81500.0
4b188b563d499b95835813e9,1839354.0,1839498.0,600.0,0.0,144.0
6ac87ef65dec16e2ed5ade14,1842250.0,1843721.0,400.0,25.0,1471.0
987c7c54f8bb83506c93cd6f,1842752.0,1856468.0,600.0,50.0,13716.0
f4c7aaa972bcd1ae10606665,1842898.0,1843015.0,1800.0,100.0,117.0
7393c4cb79b411abd3630f3c,1843242.0,1843341.0,1800.0,100.0,99.0
0b67c9dcf8c4510c39a29efe,1843759.0,1843783.0,600.0,100.0,24.0
c4d0439f4694b6024dae23c0,1846970.0,1855935.0,600.0,400.0,8965.0
b129f31c7bcb5a2c1e97ed55,1848109.0,1848417.0,600.0,100.0,308.0
d4ba5c63cdb242bbb53e804d,1848563.0,1850552.0,600.0,100.0,1989.0
518cb46069e9337c92e26479,1849119.0,1849216.0,600.0,25.0,97.0
7445d4eea111407093428a2b,1849758.0,1852411.0,600.0,10.0,2653.0
91adcf4c3eaa7aa3c8789bc1,1849785.0,1849866.0,50.0,100.0,81.0
be054f22af410cc6b6f75f1c,1851043.0,1851249.0,600.0,100.0,206.0
3d50e7de285a675555f94c52,1866347.0,1917150.0,6400.0,200.0,50803.0
0dec634f2aa90aeca287fe4e,1866689.0,1869432.0,600.0,50.0,2743.0
17fe9b4ac4c891e7d41907e7,1867809.0,1917286.0,800.0,100.0,49477.0
f898946f23d5e2a76d1813d0,1870819.0,1896966.0,3200.0,100.0,26147.0
a5cbdf7b7806e3dc1a356dc1,1872980.0,1873987.0,600.0,10.0,1007.0
35f30caeb34f859535b7f074,1876194.0,1882581.0,600.0,10.0,6387.0
8d1d6b40797cad1d8531a90a,1892684.0,1892728.0,600.0,0.0,44.0
bc03f9f964fb4184ba8cfdb5,1896932.0,1900916.0,1600.0,100.0,3984.0
b90f023948a214c82247bda9,1898771.0,1898806.0,600.0,0.0,35.0
4aec1224068b6623bb7a7b07,1901509.0,1914031.0,20.0,5.0,12522.0
ad8b735b5bc349708b54f621,1903350.0,1906057.0,600.0,50.0,2707.0
6dd3c942d4cfb245a5e29507,1908069.0,1908496.0,100.0,100.0,427.0
e5ef19982f4d22ecadd38a82,1913148.0,1913261.0,600.0,25.0,113.0
9b3e9177aa89ecf9f330799a,1918060.0,1919325.0,600.0,0.0,1265.0
cfe331f0d6121fd865fe3c66,1918562.0,1919311.0,600.0,100.0,749.0
de45fcb3b6bad85f099296fc,1924402.0,1925107.0,600.0,0.0,705.0
a11278ee0896281c07a6134b,1931417.0,1932377.0,600.0,25.0,960.0
37af262e21d1f285d6d584de,1932170.0,1932534.0,600.0,0.0,364.0
5dd49f7170cdfc4d3f6075b9,1932362.0,1932750.0,600.0,100.0,388.0
6f789815f585e4f52881b655,1932750.0,1933057.0,600.0,100.0,307.0
a19b2553347847d586a9537c,1935958.0,1936012.0,600.0,100.0,54.0
be18b1b1e9831a6d0312ab96,1942154.0,1952243.0,600.0,100.0,10089.0
4a3cef58ca03e01f2e0cc116,1949400.0,1956180.0,600.0,50.0,6780.0
fa48ce4a092c6dba3fe5007e,1953352.0,1970324.0,600.0,10.0,16972.0
c0165642f67de0c19a68dec3,1960929.0,1961628.0,100.0,25.0,699.0
e1a0155dcffbd929e10348a8,1961180.0,1961225.0,600.0,25.0,45.0
fd35fd25925e6db788ae87d5,1961602.0,1964437.0,20.0,10.0,2835.0
74132ccdb9aa25080568cbe2,1961941.0,1962559.0,600.0,100.0,618.0
14fbe9c7d535010b4fb52382,1963443.0,2003109.0,600.0,25.0,39666.0
8feaa4c727f5dcc23a8e4a6f,1965318.0,1972780.0,600.0,50.0,7462.0
f04122ab821adf47d8da0297,1965958.0,1969980.0,800.0,25.0,4022.0
4daa94ca9d7c6c5ad521aae3,1966652.0,1971422.0,600.0,25.0,4770.0
67f9216b21d50a73c8f9df27,1966991.0,1972120.0,600.0,10.0,5129.0
4add2aa2ffeab23d74006742,1969921.0,1972158.0,600.0,100.0,2237.0
d48601306b2f265f6dfe96cf,1974388.0,1978934.0,600.0,25.0,4546.0
0a8596930b70b85fda76a8a6,1975789.0,1975840.0,600.0,100.0,51.0
edc4afc4cfcd3862826abe1b,1975833.0,1975944.0,600.0,100.0,111.0
ddc143e5561310975a64e073,1976250.0,1976263.0,100.0,0.0,13.0
1d7df9565433f16e7879f528,1976645.0,1976769.0,100.0,0.0,124.0
5b09dfe358e3556f0b524eb0,1980192.0,1981309.0,600.0,50.0,1117.0
01064bca45fdaef56044e318,1980320.0,1996482.0,600.0,100.0,16162.0
2d7b2545213712ad02f68322,1980589.0,1999395.0,3200.0,100.0,18806.0
835c7effd40709f42a41dc32,1986911.0,1986924.0,200.0,0.0,13.0
4936e63dc15d52adeb896f87,1988709.0,1988984.0,600.0,0.0,275.0
320458d7a6c2587d080a14c6,1988933.0,1988946.0,200.0,0.0,13.0
bb3c44222c03ee9cd35d65d8,1988981.0,1988994.0,200.0,0.0,13.0
25f97a90abebd85f66e43302,1990128.0,1993231.0,600.0,50.0,3103.0
4379b3242423ea7e5af273eb,1994833.0,1996314.0,600.0,100.0,1481.0
1c6b9aa7a11a7437039d4f13,1999533.0,1999554.0,600.0,100.0,21.0
